match,sentence,ref,node,keep
qìmɛleˈ ,"qìmɛleˈ ṭìnəlla,ˈ ṭínəlla ʾan-qurṭàne.ˈ ","Barwar, The Man Who Wanted to Work, Ln. 13",763743,
qìmɛleˈ ,ʾáw qìmɛleˈ ʾɛ́ne díye wíðəlla k̭òre.ˈ ,"Barwar, The Monk Who Wanted to Know When He Would Die, Ln. 2",764500,
qìmɛleˈ ,mára qìmɛleˈ hal-ʾaṣə́rta plìxɛle.ˈ ,"Barwar, The Monk Who Wanted to Know When He Would Die, Ln. 5",764598,
qìmɛleˈ ,qìmɛleˈ mə́re mádam hàtxɛlaˈ ṱ-ázən ṭắyən báθər ḥaqqùθaˈ ʾu-na-ḥaqqùθa.ˈ ,"Barwar, The Monk and the Angel, Ln. 5",764938,
qìmɛleˈ ,ja-jálde qìmɛleˈ ʾu-zíla šqíləlle ʾo-qɛ́sa rìxaˈ ʾu-wírɛle gu-d-o-bɛ̀θaˈ rəš-d-ò-dapaˈ ʾu-tắra č̣ə̀mtəlle báre.ˈ ,"Barwar, The Sale of an Ox, Ln. 27",766536,
qìmɛleˈ ,qìmɛleˈ tre-bàzeˈ šwirìle Qaṭínaˈ mṭéle kəs-Lelìθa.ˈ ,"Barwar, The Sisisambər Plant, Ln. 10",767607,
qìmɛleˈ ,qìmɛleˈ mə́re máttule qam-ʾɛ́nət mìya.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 9",768080,
qìmɛleˈ ,"qìmɛleˈ síqa kəsla-dìyaˈ ʾu-xílela mə̀ndiˈ ʾu-mṣúθela m-ġðàðeˈ ʾu-yíwtəlle ʾisə̀qθaˈ mšuxəlpə́lla ʾisəqyàθa,ˈ ʾáxxa-w tàmma.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 65",769637,
qìmɛleˈ ,"qìmɛleˈ mə́re ʾáxtu ʾasqítu ʾə̀dyo,ˈ ʾàrbušeba,ˈ ʾu-xámšušeba rùtaˈ màṭetu.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 85",770202,
qìmɛleˈ ,qìmɛleˈ rəš-xáṣə súsə dìyeˈ ʾu-ya-ʾàlaha.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 27",771081,
qìmɛleˈ ,"qìmɛleˈ Mằmoˈ tíwɛle xáṣə súse dìye,ˈ ṣə̀lyɛleˈ rəš-púmmət ʾɛ̀na.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 41",771472,
qìmɛleˈ ,"mára qìmɛleˈ qédamta híwɛle xàbra,ˈ sìqela.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 45",771614,
qìmɛleˈ ,"ʾɛ́-ga qìmɛleˈ Qára Téždin ʾímət píšle ʿằṣăbi,ˈ qə̀ryɛleˈ Mắmo bíye dìyeˈ mə̀reˈ Qára Tèždin,ˈ ʾána-w ʾàtiˈ xonăwàθɛwəx,ˈ bráye bár axrằte,ˈ ʾax-ṱ-amrìla.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 49",771734,
qìmɛleˈ ,qìmɛleˈ čìra-wˈ zìla.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 50",771788,
qìmɛleˈ ,"ʾáwwa qìmɛleˈ plìṭɛleˈ mə́re,ˈ Mir-Zándin mə́re ʾə́lle dìyeˈ xzígən ʾáwwa mut-qàlɛle?ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 53",771864,
qìmɛleˈ ,"mára qìmɛleˈ qə́ryɛle qa-Mằmo,ˈ ʾə́θyɛle tíwa b-dìwənˈ ʾu-náše kúlla tìwelaˈ gu-dìwən.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 63",772179,
qìmɛleˈ ,Mir-Zándin qìmɛleˈ bắye qaṭə̀lle.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 67",772327,
qìmɛleˈ ,"qìmɛleˈ ṣə́lya pìšɛleˈ gu-gòma,ˈ knáša ʾu-mšàya,ˈ tagbóre susăwàθa.","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 29",775344,
qìmɛleˈ ,qìmɛleˈ mə̀reˈ kɛ̀le xáli?ˈ ,"Barwar, The Tale of Rustam (1), Ln. 11",776760,
qìmɛleˈ ,qìmɛleˈ mə̀reˈ díya qaṭlə̀nnux.ˈ ,"Barwar, The Tale of Rustam (1), Ln. 12",776819,
qìmɛleˈ ,"qìmɛleˈ mšùryɛle,ˈ múθyəllela súsət bábe díye kə́sle dìye.ˈ ","Barwar, The Tale of Rustam (1), Ln. 32",777344,
qìmɛleˈ ,"qìmɛleˈ ʾu-dwìqɛle-w,ˈ šwìqɛle-w,ˈ yíwəlle daṛmàne-w,ˈ mbùsməlle,ˈ píšɛle xɛlàna.ˈ ","Barwar, The Tale of Rustam (1), Ln. 35",777427,
qìmɛleˈ ,"mára qìmɛleˈ mšùrya,ˈ zíla xá-bena xéta yíwəlla xàbraˈ ta-t-pàlši.ˈ ","Barwar, The Tale of Rustam (1), Ln. 35",777436,
qìmɛleˈ ,qìmɛleˈ dwíqəlla ʾīð-bràtaˈ ʾu-síqa sìqa.ˈ ,"Barwar, The Tale of Rustam (2), Ln. 41",778538,
qìmɛleˈ ,mə́dre qìmɛleˈ ʾáwwa mə̀reˈ ʾáyya béna mo-ṱ-òðən?ˈ ,"Barwar, The Wise Snake, Ln. 17",779996,
qìmɛleˈ ,"mára qìmɛleˈ mə́re ma-yxàləf,ˈ ṱ-àzena.ˈ ","Barwar, The Wise Young Man, Ln. 22",781007,
qìrɛle.ˈ ,"xa-qɛ́sa rìxɛle,ˈ gu-réše díye gùttɛle,ˈ qìrɛle.ˈ ","Barwar, The Tale of Rustam (2), Ln. 13",777833,
qímtɛla ,qímtɛla zíltɛla gu-háwše mpulə́ṭṭəlla ʾàrye.ˈ ,"Barwar, Baby Leliθa, Ln. 25",743858,
qímtɛla ,hadìyaˈ qímtɛla qedámta jàlde-uˈ muttotəlla ʾáqla díya gu-rkèwe.ˈ ,"Barwar, Gozali and Nozali, Ln. 63",747042,
qímtɛla ,ʾu-hár dax-xóna díya qímtɛla madə́nxa t-la mxáya jálde malyòze.ˈ ,"Barwar, Gozali and Nozali, Ln. 69",747307,
qímtɛla ,"qímtɛla Lelìθa,ˈ plíṭṭɛla m-gu-gə̀ppa díya.ˈ ","Barwar, Qaṭina Rescues His Nephew From Leliθa, Ln. 9",750112,
qímtɛla ,"Lelíθa qímtɛla mxáya l-gána dìyaˈ ʾu-kràbɛla,ˈ ʾu-čarčóre ʾu-ṣráxɛla č̣ənnək̭ɛ̀raˈ","Barwar, Qaṭina Rescues His Nephew From Leliθa, Ln. 15",750213,
qímtɛla ,"píše hàdəx,ˈ qímtɛla də́bba zìlta,ˈ muθɛ́θa ða-qə́nnət dəbbòre.ˈ ","Barwar, The Bear and the Fox, Ln. 6",754220,
qímtɛla ,"qímtɛla zìlta,ˈ muθɛ́θəlla quṣárta dìya.ˈ ","Barwar, The Cooking Pot, Ln. 4",755058,
qímtɛla ,qímtɛla báxta zílta ṭlìbtəlla.ˈ ,"Barwar, The Cooking Pot, Ln. 8",755151,
qímtɛla ,"qímtɛla zílta mə́ra šwòta,ˈ kɛ̀lɛ málla?ˈ ","Barwar, The Cooking Pot, Ln. 9",755186,
qímtɛla ,xá-gaya xéta qímtɛla yə́mme díye wíðtəlle fṭàrta.ˈ ,"Barwar, The Daughter of the King, Ln. 14",757049,
qímtɛla ,qímtɛla θíθa tìwtɛla.ˈ ,"Barwar, The Daughter of the King, Ln. 21",757253,
qímtɛla ,"qímtɛla b-lɛ̀leˈ ʾay-xìltɛla,ˈ štíθɛla mìyaˈ hal-yómət ʾàrpa.ˈ ","Barwar, The Daughter of the King, Ln. 39",757743,
qímtɛla ,"qímtɛla ṣlíθɛla muṣlɛ́θɛla masrə́qta-w júlle-w mə̀ndi,ˈ muttɛ́θa margə́lta ṭla-yə́mma dìya,ˈ qa-t-xɛ̀pi.ˈ ","Barwar, The Girl and the Seven Brothers, Ln. 1",759172,
qímtɛla ,qímtɛla ʾá qărăčɛ̀θaˈ dríθəlla gu-d-a-bèra.ˈ ,"Barwar, The Girl and the Seven Brothers, Ln. 27",759784,
qímtɛla ,qímtɛla šqíltɛla xa-brònaˈ ʾu-nobàltəlleˈ ta-ṱ-axlàle.ˈ ,"Barwar, The Leliθa From č̭āl, Ln. 3",762536,
qímtɛla ,qímtɛla nubàltəlleˈ mə́ra háyyo mə̀nni!ˈ ,"Barwar, The Lion King, Ln. 4",762774,
qímtɛla ,"qímtɛla musáqtəlle bróna dìyaˈ p-ápe xa-gằra,ˈ prìmtəlle.ˈ ","Barwar, The Lion With a Swollen Leg, Ln. 13",763136,
qímtɛla ,"mára qímtɛla mtugbàrtəlle,ˈ mə́ra de-sì!ˈ","Barwar, The Man Who Wanted to Work, Ln. 10",763667,
qímtɛla ,"ʾímət mítla ṭḷaθnèy,ˈ qímtɛla pθíxtɛla tằraˈ ʾína lɛ́la šmáya qálət ʾùp-xa.ˈ ","Barwar, The Sale of an Ox, Ln. 35",766806,
qímtɛla ,"qímtɛla yə́mmət Sə̀ttiye,ˈ mə́ra xázəx ʾɛ̀kɛla bráti,ˈ ṭắya ʾə̀lla.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 6",768008,
qímtɛla ,"qímtɛla šqíltəlla bràta,ˈ mosàqtəlla.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 7",768033,
qímtɛla ,Səttìyeˈ qímtɛla čádra díya mxìθəllaˈ be-pálgət ʾAmedìa.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 78",769999,
qímtɛla ,"qímtɛla ʾáp-ʾay gašóqa hàtxaˈ b-panjàraˈ ʾína xzìθəlleˈ xáṣət Mằmoˈ ʾə́lla dìya,ˈ xáṣe díye ʾə̀lla.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 65",772233,
qímtɛla ,"mára də́bba muθɛ́θəlla ʾay-wàna,ˈ ʾu-xìləlle bə́sra-wˈ qímtɛla šqíltɛla ʾo-gə̀lda-wˈ nobàltəlleˈ kəs-zarìngər.ˈ ","Barwar, The Tale of Mərza Pămət, Ln. 10",773261,
qímtɛla ,"mára qímtɛla Nɛ̀rgis,ˈ mšurɛ́θɛla páya lə̀xma,ˈ lyáša lə̀xma.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 52",776256,
qímtɛla ,"qímtɛla ʾàp-ʾayˈ mxíθɛla ʾə́lle dìye,ˈ ʾáp-ʾaw píšɛle dawɛ̀ra,ˈ ʾu-tíwtɛla l-xáṣe dìye.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 53",776308,
qímtɛla ,"qímtɛla mxíθɛla ṭḷá-qɛse xène,ˈ ʾáp-ʾaw dìṛɛle.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 53",776330,
qímtɛla ,qímtɛla zíltɛlaˈ ja-jálde muθɛ́θəlla štɛ̀θa.ˈ ,"Barwar, The Wise Young Man, Ln. 25",781077,
qímtɛla ,"zìlɛle,ˈ qedámta qímtɛla bràta-wˈ mxŭláltəlla ʾay-dùkθaˈ ʾáxxa-w tàmma.ˈ ","Barwar, The Wise Young Man, Ln. 27",781145,
qímtɛla.ˈ ,heš-bìš qam-xóna díya qímtɛla.ˈ ,"Barwar, Gozali and Nozali, Ln. 69",747316,
qímɛle ,"qímɛle ʾaw-lwíša dašdàšət málla,ˈ ʾu-čak̭àllət málla,ˈ málla lwíšɛle kášxa d-o-huðàyaˈ ʾu-tíwɛle xáṣət xmàrta,ˈ ʾu-síqela kəs-qàzi.ˈ ","Barwar, A Hundred Gold Coins, Ln. 9",740004,
qímɛle ,"qímɛle dárt-yoma síqɛle l-gàre,ˈ ʾámər hèyˈ kúṱ-ile xíləlla xa-ràmši-məndiˈ gu-bɛ̀θiˈ ʾáθe xarèla gu-bɛ́θi.ˈ ","Barwar, A Man Called Čuxo, Ln. 5",740250,
qímɛle ,"xà-yarxa,ˈ trè,ˈ qímɛle mkúpšəlla kúlla ʾànna,ˈ mbùrzəlla,ˈ də́ryəlla gu-xa-ṭèna.ˈ ","Barwar, A Man Called Čuxo, Ln. 5",740273,
qímɛle ,brōn-málka qímɛle qə́ryɛle l-kúlla ʾan-xuráne dìye.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 6",741589,
qímɛle ,qímɛle díṛṛe bɛ̀θa.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 7",741608,
qímɛle ,"málka qímɛle yomət-trè,ˈ híwɛle xábra ta-wăzíre dìye,ˈ ʾu-ráyəs wuzàraˈ yába hon-zàlaˈ xðára báθər báxta ta-bròni.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 9",741676,
qímɛle ,qímɛle ṣə́lyɛle bə́nyəlla ða-ʾòtəxˈ rəš-qáwrət bróne dìye.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 44",742681,
qímɛle ,qímɛle màlka-wˈ wăzìre-wˈ polìse-wˈ xə́rrrr čríkəlle ʾaw-bɛ̀θa.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 53",742967,
qímɛle ,qímɛle síqɛle wìrɛleˈ məxya l-tằra.ˈ ,"Barwar, Baby Leliθa, Ln. 18",743671,
qímɛle ,qímɛle málka mə̀reˈ ʾáti pɛ́šət xulàmi.ˈ ,"Barwar, Dəmdəma, Ln. 3",744091,
qímɛle ,qímɛle zíla b-a-dùkθa.ˈ ,"Barwar, Dəmdəma, Ln. 12",744337,
qímɛle ,ʾé qímɛle šqíla b-gʸán díye brōn-màlka.ˈ ,"Barwar, Gozali and Nozali, Ln. 15",745195,
qímɛle ,"hadìya,ˈ qímɛle mtuxmə̀nne,ˈ mə́re qa-Gozàliˈ mə́re Gozáli hay-làxxa.ˈ ","Barwar, Gozali and Nozali, Ln. 35",745951,
qímɛle ,qímɛle xəlā́l tre-yomèˈ yómət ṭḷàθaˈ kúll-məndi wéle hàzər.ˈ ,"Barwar, Gozali and Nozali, Ln. 38",746107,
qímɛle ,qímɛle ṣə́lya m-xāṣ-súse dìye.ˈ ,"Barwar, Gozali and Nozali, Ln. 44",746327,
qímɛle ,qímɛle jálde madə́nxa t-la-mxàya.ˈ ,"Barwar, Gozali and Nozali, Ln. 51",746617,
qímɛle ,qímɛle zìnaˈ mən-d-o-xaràya.ˈ ,"Barwar, Gozali and Nozali, Ln. 56",746776,
qímɛle ,"qímɛle mírɛle kul-məndì,ˈ mə́re ʾən-ṱ-ázət tàma,ˈ xónəx ʾo-xaràyɛle.ˈ ","Barwar, Gozali and Nozali, Ln. 66",747200,
qímɛle ,qímɛle də́ryɛle ʾan-băṭaníye xoθa-díya t-wewa-dmíxa Gozáli rèša.ˈ ,"Barwar, Gozali and Nozali, Ln. 69",747292,
qímɛle ,xàrθaˈ qímɛle sìqaˈ ʾa-báxta šə́ryəlla ʾaqláθa dìya.ˈ ,"Barwar, I Am Worth the Same as a Blind Wolf, Ln. 11",748886,
qímɛle ,"qímɛle ʾə̀θya,ˈ qə́ryɛle bàbeˈ ʾámər hàyyo bábi.ˈ ","Barwar, Measure for Measure, Ln. 3",749271,
qímɛle ,"qímɛle Jə́ndo yómət trè,ˈ zílɛle l-ʾə̀rxe.ˈ ","Barwar, Nanno and Jəndo, Ln. 17",749804,
qímɛle ,qímɛle mṭúšyəlle gʸān-dìye.ˈ ,"Barwar, Nanno and Jəndo, Ln. 20",749943,
qímɛle ,"hadíya Qaṭínaˈ qímɛle zílɛle ṭắya báθər Xuldə́kko xwarzáye dìye,ˈ ʾu-zílle qəm-dawqìle.ˈ ","Barwar, Qaṭina Rescues His Nephew From Leliθa, Ln. 6",750064,
qímɛle ,"xá-gaya xètaˈ qímɛle hedi-hédi gnìwəlla gáne díye,ˈ zìla,ˈ mə́ṭyɛle qúrbət tắrət gə̀ppa.ˈ ","Barwar, Qaṭina Rescues His Nephew From Leliθa, Ln. 13",750188,
qímɛle ,qímɛle šqíla kθáwa dìyaˈ múttəlle gu-jébe dìye.ˈ ,"Barwar, Qaṭina Rescues His Nephew From Leliθa, Ln. 17",750251,
qímɛle ,qímɛle yíwəlla yalə́xta b-íða dìya.ˈ ,"Barwar, Qaṭina Rescues His Nephew From Leliθa, Ln. 19",750294,
qímɛle ,"qìmɛle,ˈ m-táma hódəx qímɛle zílɛle l-tắrət gə̀ppa.ˈ ","Barwar, Qaṭina Rescues His Nephew From Leliθa, Ln. 20",750310,
qímɛle ,qímɛle zìla.ˈ ,"Barwar, Sour Grapes, Ln. 3",750397,
qímɛle ,"qímɛle dart-yòma,ˈ qə́ryɛle ʾó ... ","Barwar, Tales From the 1001 Nights, Ln. 52",751968,
qímɛle ,"qímɛle ga-rapóye m-àn-kepe,ˈ ʾáni kúlla ʾalmā̀s-ila,ˈ mə̀n-d-o ṭúra.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 72",752532,
qímɛle ,"mára qímɛle zíla zìlaˈ hal-zíla b-o-ṭùraˈ zíla zíla mṭèleˈ xzéle xa-kóxa zòra,ˈ xa-bɛ́θa zòra.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 74",752605,
qímɛle ,ʾáwwa-ži qímɛle ṣə̀lyɛle.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 81",752823,
qímɛle ,ʾáwwa-ži qímɛle bnáya búrj ʾə́lla dìya.ˈ,"Barwar, Tales From the 1001 Nights, Ln. 97",753302,
qímɛle ,"qímɛle zíla mútta ʾán-julla díya gu-d-o-sandùqa,ˈ múttəlla gu-ʾasàsət bɛ́θa,ˈ ʾu-bə́nyɛle gùda b-réše.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 99",753331,
qímɛle ,qímɛle mbàdla.ˈ ,"Barwar, The Battle With Yuwanəs the Armenian, Ln. 12",753708,
qímɛle ,qímɛle ṣə̀lya.ˈ ,"Barwar, The Battle With Yuwanəs the Armenian, Ln. 12",753715,
qímɛle ,"qímɛle múθya tùreˈ ʾu-č̭ənnək̭ɛ́ra díya di-di-dì,ˈ mə́re túgən ʾáti gàwe.ˈ ","Barwar, The Bear and the Fox, Ln. 3",754102,
qímɛle ,qímɛle šqílɛle xa-xáwla rába rìxa.ˈ ,"Barwar, The Brother of Giants, Ln. 11",754645,
qímɛle ,qímɛle sə́ṛyəlle b-réšət ʾilanáne ʾilanàne.ˈ ,"Barwar, The Brother of Giants, Ln. 12",754659,
qímɛle ,"qímɛle bàbi,ˈ šqíləlla xonăwáθe díye ʾò-paršaˈ d-o-maġàra,ˈ ʾína xa-marə́gla gòṛaˈ ṃə́ḷya dàwe,ˈ ṃə́ḷya dàwe.ˈ ","Barwar, The Brother of Giants, Ln. 15",754735,
qímɛle ,"qímɛle m-lɛ̀le,ˈ zíla núbla táwre dìye,ˈ bzáre xáṣe dìye,ˈ tullə́kθa mə́nne-mənne dìye,ˈ jarréta mə́nna zeðáye-u màsta-wˈ zìlɛle.ˈ ","Barwar, The Crafty Hireling, Ln. 19",755627,
qímɛle ,"qímɛle bzáre twìrɛlela-wˈ níre-diye twìrɛlele,ˈ kúlla wíðəlla qəṭṭàṭe,ˈ qmíṭəlla xáṣe ʾu-zìlɛle.ˈ ","Barwar, The Crafty Hireling, Ln. 22",755724,
qímɛle ,"qímɛle lɛ́le qamàya,ˈ mə́re qa-yə́mme dìyeˈ bás mattátla xa-kawázət mìya.ˈ ","Barwar, The Daughter of the King, Ln. 10",756914,
qímɛle ,qímɛle qèdamta.ˈ ,"Barwar, The Daughter of the King, Ln. 11",756947,
qímɛle ,yála-žigən qímɛle fṭìrɛleˈ mxúlləlla páθe dìye-wˈ ʾu-zílɛle šúle dìye.ˈ ,"Barwar, The Daughter of the King, Ln. 16",757118,
qímɛle ,qímɛle dwíqəlle nšìqəlle.ˈ ,"Barwar, The Daughter of the King, Ln. 41",757800,
qímɛle ,qímɛle sìqa.ˈ ,"Barwar, The Fox and the Miller, Ln. 11",758267,
qímɛle ,"ʾánna zìle,ˈ qímɛle gwìrəlla.ˈ ","Barwar, The Girl and the Seven Brothers, Ln. 25",759720,
qímɛle ,qímɛle šqíləlla mpúlṭəlla sìqɛle.ˈ ,"Barwar, The Girl and the Seven Brothers, Ln. 30",759866,
qímɛle ,"qímɛle híwəlla bnáθe dìyeˈ ṭla-d-an-nàše,ˈ bəd-xáṭər d-ó-xona zòra.ˈ ","Barwar, The King With Forty Sons, Ln. 22",760679,
qímɛle ,ʾɛ́-ga ʾó-mara d-o-sadánə Mə́ṣr qímɛle wíðɛle ṭḷa-gére mən-d-ó sadánə Mə̀ṣr.ˈ ,"Barwar, The King With Forty Sons, Ln. 45",761532,
qímɛle ,qímɛle díṛɛle zìla.ˈ,"Barwar, The King With Forty Sons, Ln. 45",761538,
qímɛle ,"mára ʾáp-ʾaw qímɛle zìlɛle,ˈ píšɛle xuláma t-màlka.ˈ ","Barwar, The King With Forty Sons, Ln. 57",761925,
qímɛle ,qímɛle mjúrbəlla xá-ga xèta.ˈ ,"Barwar, The Man Who Cried Wolf, Ln. 4",763280,
qímɛle ,qímɛle zíla l-bɛ̀θa.ˈ ,"Barwar, The Man Who Wanted to Work, Ln. 40",764414,
qímɛle ,ʾáwwa qímɛle múttəlla kθɛ́θa rəš-núra mšaxònəlla.ˈ ,"Barwar, The Priest and the Mullah, Ln. 5",765636,
qímɛle ,mára ʾáp-aw qímɛle šqíləlle tàwraˈ ṣə̀lyɛleˈ mzabònəlle.ˈ ,"Barwar, The Sale of an Ox, Ln. 2",765836,
qímɛle ,qímɛle šqílɛle qɛ́sa b-ʾíðe dìyeˈ ʾu-wìrɛle.ˈ ,"Barwar, The Sale of an Ox, Ln. 30",766644,
qímɛle ,qímɛle šqílɛle ʾáp-ʾaw qɛ̀sa.ˈ ,"Barwar, The Sale of an Ox, Ln. 34",766765,
qímɛle ,ʾáp-ʾaw qímɛle zílɛle kəslèy.ˈ ,"Barwar, The Sale of an Ox, Ln. 37",766847,
qímɛle ,qímɛle zíla šə̀kyaˈ qa-màlka.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 30",768685,
qímɛle ,"qímɛle ʾap-Fárxo šqíləlle zòrna,ˈ mxáya zòrna,ˈ bejíye hóla xa-gòtaˈ ʾə́rwe xa-gòta.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 31",768737,
qímɛle ,"qímɛle čántət Čixàloˈ mə́ḷyəllɛle kèpe,ˈ Fàrxo,ˈ ʾu-rə́pyɛləlla.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 33",768785,
qímɛle ,qímɛle zílɛle gu-ʾalòle.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 37",768887,
qímɛle ,"ʾáwwa qímɛle qedàmta,ˈ šqíləlle xa-mən-súsət xàle,ˈ tíwa l-xáṣe dìye,ˈ ʾu-ṣə̀lya.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 40",768971,
qímɛle ,qímɛle tíwa l-xáṣə súse dìyeˈ ʾu-síqa-w síqa-w síqa gu-réšət ʾAmedìya.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 40",768986,
qímɛle ,"qímɛle plìṭɛle,ˈ zmírɛle xa-bàndaˈ b-tàlga.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 42",769041,
qímɛle ,"dmìxela,ˈ qímɛle b-lɛ̀le,ˈ tíwa l-xáṣə súse dìye,ˈ ya-ʾàlaha,ˈ zílle, zílle, zílle, zílle, mṭèle l-o-qáṣra.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 54",769367,
qímɛle ,"qédamta qímɛle xále dìye,ˈ ʾína xə́zyəlla ʾán ʾaskăràye,ˈ kúlla xðìrtaˈ ʾAmedìa,ˈ ʾàmər,ˈ Fárxo ṭla-xále díye ʾàmərˈ xáli mòdila?ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 79",770024,
qímɛle ,qímɛle síqa l-bɛθ-qòra.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 89",770303,
qímɛle ,"Mắmo qímɛle rəš-gàne,ˈ qə́ryɛle Bangína xuláme dìye.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 5",770504,
qímɛle ,"qímɛle ṣə̀lya,ˈ nùbləlleˈ súsət Qára Tèždin,ˈ gríšəlle m-rəš-gə̀llaˈ m-xàla,ˈ síṛəlle ʾo-d-áw šópe dìyeˈ ʾu-sìqɛle.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 29",771126,
qímɛle ,qímɛle Qára Tèždinˈ ʾaw-ṣə́lyɛle mðìta.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 31",771185,
qímɛle ,qímɛle lɛ̀le šə́tya qáwa.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 32",771215,
qímɛle ,qímɛle ṣə̀lyaˈ mə́re ʾə́lle dìyeˈ mə́re ya-gàni.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 37",771363,
qímɛle ,qímɛle píšɛle màjburˈ Mắmo dìṛɛle.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 38",771377,
qímɛle ,mára qímɛle ʾə́θya síqa l-gàre.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 40",771435,
qímɛle ,"Qára Téždin qímɛle rəš-gáne dìyeˈ mə́re mbàqərˈ bálki ṱ-íle kasè-mraʾa-lle,ˈ bálki ṱ-íle rešè-mraʾa-lleˈ bálki ṱ-íle xa-dukθà-mraʾa-lle.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 49",771717,
qímɛle ,qímɛle plìṭaˈ xə́zya ʾína bɛ́θət Qára Téždin qàða.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 53",771874,
qímɛle ,"qímɛle ríqa síqɛle mə́re ṭla-Zìne,ˈ t-băyéla Mằmo,ˈ síqɛle mə̀reˈ Zìneˈ mùt wáða láxxa?ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 64",772205,
qímɛle ,Qára Tèždinˈ qímɛle qa-gáne dìye.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 67",772319,
qímɛle ,qímɛle Qára Tèždinˈ gáne dìyeˈ mə̀reˈ ʾána Qára Tèždin ʾíwənˈ ʾu-ʾítli ṭḷà xonăwáθaˈ bráye bar-axrằte-wəx.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 68",772330,
qímɛle ,qímɛle ʾo-xóne díye Sə́ppo ʾo-t-ṭḷàθa.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 70",772377,
qímɛle ,"qímɛle síqɛle Bakùrko,ˈ síqa kəs-Zìne.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 86",772854,
qímɛle ,zarìngərˈ qímɛle wìðɛleˈ kut-mə́sta zàga də́ryəlleˈ ʾu-mùθyəlle.ˈ ,"Barwar, The Tale of Mərza Pămət, Ln. 10",773267,
qímɛle ,qímɛle ráb ʾíðe l-dăbànje.ˈ ,"Barwar, The Tale of Mərza Pămət, Ln. 41",774012,
qímɛle ,qímɛle mə́re qa-bnóne dìye:ˈ bnòniˈ wúðuli xa-čàra.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 2",774507,
qímɛle ,qímɛle yíwəlla kút-xa mə́nna zùze.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 3",774527,
qímɛle ,qímɛle šqílɛle xa-pàrra.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 21",775040,
qímɛle ,"qímɛle yíwle xámši dinàre,ˈ xóne díye šqíla mùθyəlle.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 23",775111,
